City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Kawhia,NZ,2021-04-01 00:28:09,-38.0651,174.8183,72.0,71,95,1.01
284,Shurugwi,ZW,2021-04-01 00:28:10,-19.6702,30.0059,54.01,66,54,3.36
285,Solnechnyy,RU,2021-04-01 00:28:10,50.7214,136.6319,35.33,78,10,3.74
286,Oriximina,BR,2021-04-01 00:28:10,-1.7656,-55.8661,75.29,93,100,2.42
287,Harrisonville,US,2021-04-01 00:24:03,38.6533,-94.3488,50.0,23,75,11.5
288,Tete,MZ,2021-04-01 00:28:11,-16.1564,33.5867,66.33,81,7,2.91
289,Haines Junction,CA,2021-04-01 00:28:11,60.7522,-137.5108,37.4,44,100,5.75
290,Mwinilunga,ZM,2021-04-01 00:28:11,-11.7358,24.4293,59.54,98,93,3.36
291,Roxas,PH,2021-04-01 00:28:11,11.5853,122.7511,81.19,79,78,13.47
292,Methven,NZ,2021-04-01 00:28:12,-43.6333,171.65,61.0,24,72,5.99
